0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	1.55945	-0.138501	
0	0	0	0	0	1.81209	0.0474826	
0	0	0	0	0	3.89093	-0.134166	
0	0	0	0	0	4.19528	0.218461	
0	0	0	0	0	6.86352	0.416817	
0	0	0	0	0	6.43926	0.472879	
0	0	0	0	0	9.07733	0.593211	
0	0	0	0	0	8.89749	0.886982	
0	0	0	0	0	11.5756	1.6669	
0	0	0	0	0	11.4447	1.42958	
0	0	0	0	0	13.5921	2.31191	
0	0	0	0	0	13.6572	1.99915	
0	0	0	0	0	16.6456	2.903	
0	0	0	0	0	16.282	2.84648	
0	0	0	0	0	19.0106	3.70555	
0	0	0	0	0	19.363	3.87122	
0	0	0	0	0	21.3312	4.73205	
0	0	0	0	0	21.6213	4.74762	
0	0	0	0	0	24.0787	5.56967	
0	0	0	0	0	24.5601	5.92334	
0	0	0	0	0	26.6052	6.96102	
0	0	0	0	0	26.5419	6.90075	
0	0	0	0	0	29.5864	8.08789	
0	0	0	0	0	29.4716	8.24519	
0	0	0	0	0	31.9416	9.88017	
0	0	0	0	0	31.7928	9.49891	
0	0	0	0	0	34.6157	10.6988	
0	0	0	0	0	35.0599	10.9953	
0	0	0	0	0	37.1404	12.0883	
0	0	0	0	0	37.4973	12.2943	
0	0	0	0	0	40.3285	13.4666	
0	0	0	0	0	39.9009	13.6243	
0	0	0	0	0	42.7664	14.8294	
0	0	0	0	0	42.5714	14.9817	
0	0	0	0	0	45.3572	16.5524	
0	0	0	0	0	45.649	16.5213	
0	0	0	0	0	48.1541	17.2835	
0	0	0	0	0	47.9331	17.5349	
0	0	0	0	0	50.6228	19.0721	
0	0	0	0	0	50.5737	18.7834	
0	0	0	0	0	53.7268	19.8982	
0	0	0	0	0	53.5277	19.862	
0	0	0	0	0	56.0322	21.0923	
0	0	0	0	0	55.867	20.985	
0	0	0	0	0	58.6632	21.7821	
0	0	0	0	0	58.5799	21.9815	
0	0	0	0	0	60.8722	22.7876	
0	0	0	0	0	60.7648	22.6398	
0	0	0	0	0	63.3821	23.4069	
0	0	0	0	0	63.7478	23.7442	
0	0	0	0	0	66.3403	23.9959	
0	0	0	0	0	65.8838	23.9541	
0	0	0	0	0	68.262	24.3582	
0	0	0	0	0	68.6759	24.6059	
0	0	0	0	0	70.8275	24.8844	
0	0	0	0	0	70.7403	24.6728	
0	0	0	0	0	72.8923	24.7135	
0	0	0	0	0	73.0732	25.0343	
0	0	0	0	0	75.0021	25.2595	
0	0	0	0	0	74.9748	25.1377	
0	0	0	0	0	77.1225	24.9297	
0	0	0	0	0	77.1386	25.2948	
0	0	0	0	0	79.1089	25.0369	
0	0	0	0	0	79.1718	24.9698	
0	0	0	0	0	80.8074	24.8688	
0	0	0	0	0	81.1423	24.8704	
0	0	0	0	0	82.6216	24.6393	
0	0	0	0	0	82.5085	24.8114	
0	0	0	0	0	84.1733	24.5504	
0	0	0	0	0	84.2898	24.3312	
0	0	0	0	0	85.6378	23.808	
0	0	0	0	0	85.9743	23.7547	
0	0	0	0	0	86.9449	23.527	
0	0	0	0	0	87.6171	23.5127	
0	0	0	0	0	88.8227	22.7869	
0	0	0	0	0	88.4191	22.9498	
0	0	0	0	0	89.4967	22.3082	
0	0	0	0	0	89.7821	22.4826	
0	0	0	0	0	90.5133	21.6677	
0	0	0	0	0	90.8419	22.0974	
0	0	0	0	0	91.7178	21.1152	
0	0	0	0	0	92.0492	21.5289	
0	0	0	0	0	92.8599	20.9537	
0	0	0	0	0	93.3186	21.0712	
0	0	0	0	0	93.4668	20.2155	
0	0	0	0	0	93.7423	20.5071	
0	0	0	0	0	95.3229	19.6585	
0	0	0	0	0	94.494	19.8854	
0	0	0	0	0	95.5039	19.6984	
0	0	0	0	0	95.6097	19.5804	
0	0	0	0	0	96.2641	19.1597	
0	0	0	0	0	96.559	18.8688	
0	0	0	0	0	97.5286	18.727	
0	0	0	0	0	97.5333	18.1735	
0	0	0	0	0	98.2105	18.3739	
0	0	0	0	0	98.4162	18.1556	
0	0	0	0	0	99.0363	17.357	
0	0	0	0	0	98.9782	17.2949	
0	0	0	0	0	99.9969	16.9882	
0	0	0	0	0	100.441	16.9521	
0	0	0	0	0	101.204	16.5368	
0	0	0	0	0	101.169	16.4353	
0	0	0	0	0	102.387	16.3992	
0	0	0	0	0	102.081	15.8359	
0	0	0	0	0	103.003	15.353	
0	0	0	0	0	102.776	15.1195	
0	0	0	0	0	104.114	15.2708	
0	0	0	0	0	103.905	14.7607	
0	0	0	0	0	105.541	14.4412	
0	0	0	0	0	105.316	14.0026	
0	0	0	0	0	106.831	14.0482	
0	0	0	0	0	106.439	14.2401	
0	0	0	0	0	108.084	13.6604	
0	0	0	0	0	108.131	13.6844	
0	0	0	0	0	109.534	13.5714	
0	0	0	0	0	109.388	13.1556	
0	0	0	0	0	111.063	12.5814	
0	0	0	0	0	111.426	12.9557	
0	0	0	0	0	112.913	12.4877	
0	0	0	0	0	112.797	12.8241	
0	0	0	0	0	114.801	12.5506	
0	0	0	0	0	114.916	12.3187	
0	0	0	0	0	116.687	12.1035	
0	0	0	0	0	116.871	12.0659	
0	0	0	0	0	118.953	12.0009	
0	0	0	0	0	118.85	12.4063	
0	0	0	0	0	120.695	12.2918	
0	0	0	0	0	120.934	12.1905	
0	0	0	0	0	123.568	12.8297	
0	0	0	0	0	123.142	12.7694	
0	0	0	0	0	124.894	12.7743	
0	0	0	0	0	125.376	12.9964	
0	0	0	0	0	127.853	13.3273	
0	0	0	0	0	127.506	13.153	
0	0	0	0	0	129.947	13.6963	
0	0	0	0	0	130.334	13.781	
0	0	0	0	0	132.092	14.507	
0	0	0	0	0	132.447	14.3423	
0	0	0	0	0	135.074	15.0475	
0	0	0	0	0	135.127	14.6575	
0	0	0	0	0	137.561	16.2147	
0	0	0	0	0	137.653	16.5145	
0	0	0	0	0	140.331	17.008	
0	0	0	0	0	140.305	17.5379	
0	0	0	0	0	142.888	17.9918	
0	0	0	0	0	142.626	18.1458	
0	0	0	0	0	145.392	19.1617	
0	0	0	0	0	145.789	19.3785	
0	0	0	0	0	148.251	20.4754	
0	0	0	0	0	148.146	20.9376	
0	0	0	0	0	150.686	22.1142	
0	0	0	0	0	150.649	21.8148	
0	0	0	0	0	153.422	23.4909	
0	0	0	0	0	153.466	22.9115	
0	0	0	0	0	156.047	24.8084	
0	0	0	0	0	156.009	25.0678	
0	0	0	0	0	158.905	26.0308	
0	0	0	0	0	159.014	26.1903	
0	0	0	0	0	161.412	27.4256	
0	0	0	0	0	161.529	27.8454	
0	0	0	0	0	163.625	28.7683	
0	0	0	0	0	164.116	29.315	
0	0	0	0	0	166.828	30.2062	
0	0	0	0	0	166.748	29.7121	
0	0	0	0	0	169.097	31.3717	
0	0	0	0	0	169.345	30.7063	
0	0	0	0	0	172.175	32.3404	
0	0	0	0	0	172.135	32.6666	
0	0	0	0	0	174.643	33.4625	
0	0	0	0	0	174.474	33.9157	
0	0	0	0	0	177.03	34.2009	
0	0	0	0	0	177.211	33.8467	
0	0	0	0	0	180.145	35.1423	
0	0	0	0	0	179.543	35.4767	
0	0	0	0	0	182.599	35.753	
0	0	0	0	0	182.047	36.2626	
